taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Phylum,Class,Order,Family,Genus,Species,Cultured,Habitat,Genome Size   * assembled,Gene Count   * assembled
2684622511,Archaea,Finished,Thermococcus barophilus Genome sequencing,Thermococcus barophilus CH5,Ecole Normale Superieure de Lyon,2684622511,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus barophilus,Yes,,2388527,2754
2791354985,Archaea,Permanent Draft,Vulcanisaeta thermophila CBA1501 genome sequencing,Vulcanisaeta thermophila CBA1501,Korea Basic Science Institute (KBSI),2791354985,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta thermophila,Yes,,2022594,2216
2681813042,Archaea,Permanent Draft,Vulcanisaeta genome project - The University of Tokyo,Vulcanisaeta sp. JCM 14467,University of Tokyo,2681813042,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta sp. JCM 14467,Yes,,2441505,3964
2671180169,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Halopelagius longus CGMCC 1.12397,DOE Joint Genome Institute (JGI),2671180169,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halopelagius,Halopelagius longus,Yes,,3871751,3894
2663763517,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei YBB.F.A.2.7,"University of Illinois, Urbana-Champaign",2663763517,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4026044,3518
2630968805,Archaea,Finished,Methanogenic archaea and the global carbon cycle UIUC,Methanosarcina lacustris Z-7289,"University of Illinois, Urbana-Champaign",2630968805,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina lacustris,Yes,,4139808,3531
2524614637,Archaea,Permanent Draft,Sulfolobales archaeon Acd1 Genome sequencing,Sulfolobales archaeon Acd1,Oak Ridge National Laboratory,2524614637,Crenarchaeota,Thermoprotei,Sulfolobales,unclassified,unclassified,Sulfolobales archaeon Acd1,Yes,,1506462,1748
648028041,Archaea,Finished,Methanothermobacter marburgensis Marburg DSM 2133,Methanothermobacter marburgensis Marburg DSM 2133,University of Gottingen,648028041,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter marburgensis,Yes,"Sludge, Wastewater",1639135,1806
2681813017,Archaea,Permanent Draft,Vulcanisaeta genome project - The University of Tokyo,Vulcanisaeta sp. JCM 16159,University of Tokyo,2681813017,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta sp. JCM 16159,Yes,,2247911,3911
2687453428,Archaea,Finished,Thermococcus piezophilus CDGS genome sequencing,Thermococcus piezophilus CDGS,Institut National des Sciences Appliquees de Lyon,2687453428,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus piezophilus,Yes,,1928800,2353
2657245466,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei YBB.H.M.1B.1,"University of Illinois, Urbana-Champaign",2657245466,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4122548,3614
2681813115,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 1.H.A.0.1,"University of Illinois, Urbana-Champaign",2681813115,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,3959597,3478
2740891999,Archaea,Finished,Haloterrigena daqingensis JX313 Genome sequencing,Haloterrigena daqingensis JX313,Heilongjiang Academy ,2740891999,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,Haloterrigena daqingensis,Yes,,3835796,3872
2718217701,Archaea,Finished,Genome sequencing of Metallosphaera sedula strains to study arsenic resistance,Metallosphaera sedula ARS50-1,University of Nebraska-Lincoln,2718217701,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera sedula,Yes,,2191533,2442
2504557011,Archaea,Permanent Draft,YNP Site 19 Thermoproteales Type I,Thermoproteales Type I,,2504557011,Crenarchaeota,Thermoprotei,Thermoproteales,unclassified,unclassified,unclassified,Yes,,3218059,3894
2630968898,Archaea,Finished,Methanogenic archaea and the global carbon cycle UIUC,Methanosarcina mazei LYC,"University of Illinois, Urbana-Champaign",2630968898,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4154344,3634
2596583669,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Halobacterium salinarum DSM 670,DOE Joint Genome Institute (JGI),2596583669,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum,Yes,,2513744,2670
2554235475,Archaea,Permanent Draft,Haloarchaeal genomes,Halorubrum aidingense JCM 13560,"University of California, Davis",2554235475,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum aidingense,Yes,"Aquatic, Fresh water",3108525,3034
2548876773,Archaea,Permanent Draft,"Study the patterns of natural variation and gene flow, as well as virus-host coevolution in thermophilic Archaea",Sulfolobus islandicus M.16.30,University of Illinois,2548876773,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Yes,,2608312,2990
2547132064,Archaea,Permanent Draft,"Pan-genome of Methanobrevibacter smithii, in twins",Methanobrevibacter smithii TS94C,Washington University in St. Louis,2547132064,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii,Yes,"Host, Human intestinal microflora, Soil",1910054,1868
2754412591,Archaea,Permanent Draft,Methanosphaera spp. isolation from humans,Methanosphaera stadtmanae PA5,Australian Centre for Ecogenomics,2754412591,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae,Yes,,1680939,1597
2609460254,Archaea,Permanent Draft,Metallosphaera sedula strain:CuR1 Genome sequencing,Metallosphaera sedula,University of Nebraska-Lincoln,2609460254,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera sedula,Yes,,2191492,2422
2884862433,Archaea,Permanent Draft,Halorubrum sp. 48-1-W genome sequencing,Halorubrum sp. 48-1-W,"The Institute of Cytology and Genetics, Siberian Branch of the Russian Academy of Sciences",2884862433,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. 48-1-W,Yes,,3584929,3615
2595698213,Archaea,Permanent Draft,Comparison of novel methanogens from Australian herbivores,Methanosphaera stadtmanae WGK6,454 Life Sciences,2595698213,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae,Yes,Gut,1729155,1643
2585427666,Archaea,Finished,Candidatus Nitrososphaera evergladensis SR1 Genome sequencing,Candidatus Nitrososphaera evergladensis SR1,University of Florida,2585427666,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Candidatus Nitrososphaera evergladensis,Yes,Soil,2954373,3542
638154510,Archaea,Finished,Methanothermobacter thermautotrophicus Delta H,Methanothermobacter thermautotrophicus Delta H,Genome Therapeutics,638154510,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter thermautotrophicus,Yes,"Sludge, Wastewater",1751377,1893
2811995171,Archaea,Permanent Draft,Natronobacterium gregoryi SP2 Genome sequencing,Natronobacterium gregoryi SP2,University of Electronic Science and Technology of China (UESTC),2811995171,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium,Natronobacterium gregoryi,Yes,"Aquatic, Fresh water, Lake",3678031,3850
2690315685,Archaea,Permanent Draft,Haloferax sp. SB29 genome sequencing,Haloferax profundi SB29,"King Abdulaziz City for Science and Technology (KACST), Red Sea Research Center, Saudi Arabia",2690315685,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax profundi,Yes,,3697243,4081
2667527400,Archaea,Permanent Draft,Methanobrevibacter sp. YE315 Genome Sequence,Methanobrevibacter sp. YE315,Queensland Government,2667527400,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp. YE315,Yes,,2273296,1982
637000162,Archaea,Finished,Methanosarcina barkeri fusaro,"Methanosarcina barkeri Fusaro, DSM 804",DOE Joint Genome Institute (JGI),637000162,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Yes,"Aquatic, Fresh water, Mud",4873766,3830
2904966872,Archaea,Permanent Draft,Genome of Haloferax strains isolated from high-salt tide-pools,Haloferax sp. Atlit-105R,Tel Aviv University,2904966872,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax sp. Atlit-105R,Yes,,3888545,4042
2905016562,Archaea,Permanent Draft,Genome of Haloferax strains isolated from high-salt tide-pools,Halorubrum sp. Atlit-9R,Tel Aviv University,2905016562,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. Atlit-9R,Yes,,3909350,4093
2508501014,Archaea,Permanent Draft,"Haloferax denitrificans S1, ATCC 35960",Haloferax denitrificans S1,San Diego State University,2508501014,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax denitrificans,Yes,Fresh water,3848468,3867
2617270915,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Halobacterium jilantaiense CGMCC 1.5337,DOE Joint Genome Institute (JGI),2617270915,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium jilantaiense,Yes,,2952792,3128
2511231093,Archaea,Finished,Thermoproteus tenax Kra1,Thermoproteus tenax Kra1,Epidauros Biotechnologie AG,2511231093,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,Thermoproteus tenax,Yes,"Fresh water, Mud",1841542,2098
2657245679,Archaea,Finished,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius NG05B_CO5_07,"University of Illinois, Urbana-Champaign",2657245679,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2217426,2440
646564547,Archaea,Finished,"CSP_787660, Methanoarchaea",Methanocaldococcus infernus ME,DOE Joint Genome Institute (JGI),646564547,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus infernus,Yes,"Aquatic, Deep sea, Hot spring, Marine",1328194,1513
2537561864,Archaea,Permanent Draft,Haloferax sp. ATCC BAA-646,Haloferax sp. GUBF-3,"University of California, Davis",2537561864,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax sp. ATCC BAA-646,Yes,,3609529,3626
2627853826,Archaea,Finished,Haloarcula sp. CBA1115 Genome sequencing,Haloarcula sp. CBA1115,Kyunghee University,2627853826,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. CBA1115,Yes,,4225046,4320
2574180086,Archaea,Permanent Draft,Candidatus Acidianus copahuensis ALE1,Candidatus Acidianus copahuensis ALE1,INDEAR Instituto de Agrobiotecnologia Rosario,2574180086,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Candidatus Acidianus copahuensis,Yes,,2454023,2388
2524614668,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Methanocorpusculum bavaricum DSM 4179,DOE Joint Genome Institute (JGI),2524614668,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,Methanocorpusculum bavaricum,Yes,"Aquatic, Sediment",1706782,1801
2791355067,Archaea,Permanent Draft,Halorubrum,Halorubrum sp. Ea8,University of Connecticut,2791355067,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. Ea8,Yes,,3730411,3758
640427121,Archaea,Finished,"Methanobrevibacter smithii PS, ATCC 35061","Methanobrevibacter smithii PS, ATCC 35061",Washington University in St. Louis,640427121,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii,Yes,"Host, Human intestinal microflora, Soil",1853160,1841
2758568026,Archaea,Finished,Thermococcales genome sequencing,Thermococcus barossii SHCK-94,Ecole Normale Superieure de Lyon,2758568026,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus barossii,Yes,,1922421,2114
2563367005,Archaea,Permanent Draft,Natrinema sp. J7-1,Natrinema sp. J7-1,Wuhan University,2563367005,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema sp. J7-1,Yes,,3667624,3814
2547132056,Archaea,Permanent Draft,"Pan-genome of Methanobrevibacter smithii, in twins",Methanobrevibacter smithii TS146C,Washington University in St. Louis,2547132056,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii,Yes,"Host, Human intestinal microflora, Soil",1947483,2428
2914868299,Archaea,Finished,Haloterrigena jeotgali A29 genome sequencing,Haloterrigena jeotgali A29,Wuhan University,2914868299,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,Haloterrigena jeotgali,Yes,Fermented food product,4904985,5312
2684622727,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius NG05B_CO5_05,"University of Illinois, Urbana-Champaign",2684622727,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2216858,2472
2556793003,Archaea,Finished,Sulfolobus acidocaldarius SUSAZ,Sulfolobus acidocaldarius SUSAZ,Macrogen,2556793003,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2061920,2196
2808606696,Archaea,Finished,Geoglobus ahangari 234,Geoglobus ahangari 234,"Michigan State University, University of Massachusetts Medical School (UMMS)",2808606696,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Geoglobus,Geoglobus ahangari,Yes,"Hydrothermal vent, Marine",1770093,2080
2663762882,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 3.H.A.2.4,"University of Illinois, Urbana-Champaign",2663762882,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4120225,3615
2791355069,Archaea,Permanent Draft,Halorubrum,Halorubrum sp. Hd13,University of Connecticut,2791355069,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. Hd13,Yes,,3800994,3786
2510065005,Archaea,Permanent Draft,A Proposal To Finish The Genome Of Desulfoglaeba alkanexedens And To Sequence A Thermococcus Strain,Thermococcus sp. PK,DOE Joint Genome Institute (JGI),2510065005,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp. PK,Yes,,2176573,2621
2756170193,Archaea,Permanent Draft,Characterization of novel CO-oxidizing extreme halophiles,Haloferax namakaokahaiae Mke2.3,Michigan State University,2756170193,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax namakaokahaiae,Yes,,3567354,3733
2531839093,Archaea,Permanent Draft,Halococcus morrhuae DSM 1307,Halococcus morrhuae DSM 1307,"University of California, Davis",2531839093,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus morrhuae,Yes,"Aquatic, Marine",2991556,3079
2554235484,Archaea,Permanent Draft,Haloarchaeal genomes,Natrinema gari JCM 14663,"University of California, Davis",2554235484,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema gari,Yes,Host,4023692,4115
640069318,Archaea,Finished,Diverse archaeal organisms,"Methanoculleus marisnigri JR1, DSM 1498",DOE Joint Genome Institute (JGI),640069318,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus marisnigri,Yes,"Aquatic, Marine, Sediment",2478101,2560
2502422327,Archaea,Permanent Draft,"Hypersaline water microbial communities from Lake Tyrrell, Victoria, Australia",Candidatus Nanosalinarum sp. J07AB56,"University of California, San Diego",2502422327,Euryarchaeota,Nanohaloarchaea,unclassified,unclassified,Candidatus Nanosalinarum,Candidatus Nanosalinarum sp. J07AB56,Yes,,1215802,1454
2693429892,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Haloarcula vallismortis DSM 3756,DOE Joint Genome Institute (JGI),2693429892,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula vallismortis,Yes,,3896637,4094
2684622700,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius GG12-C01-05,"University of Illinois, Urbana-Champaign",2684622700,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2218729,2443
2882359661,Archaea,Permanent Draft,Methanoperedens sp. BLZ2 genome sequencing,Methanoperedens sp. BLZ2,Radboud University Nijmegen,2882359661,Euryarchaeota,Methanomicrobia,Methanosarcinales,Candidatus Methanoperedenaceae,Candidatus Methanoperedens,Candidatus Methanoperedens sp. BLZ2,Yes,,3735583,4216
2914730251,Archaea,Finished,Haloplanus aerogenes JCM 16430 genome sequencing,Haloplanus aerogenes JCM 16430,World Institute of Kimchi,2914730251,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloplanus,Haloplanus aerogenes,Yes,,3503092,3721
2681813007,Archaea,Permanent Draft,Genome sequencing of Methanogenium cariaci JCM 10550,Methanogenium cariaci JCM 10550,University of Tokyo,2681813007,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,Methanogenium cariaci,Yes,,2683278,4301
2537561588,Archaea,Permanent Draft,Halogeometricum borinquense DSM 11551,"Halogeometricum borinquense PR3, DSM 11551","University of California, Davis",2537561588,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum,Halogeometricum borinquense,Yes,Solar saltern,3928510,3936
2860323381,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Methanococcus maripaludis S1,DOE Joint Genome Institute (JGI),2860323381,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Yes,,1818504,1999
2690315630,Archaea,Permanent Draft,Acidianus sp. DS-80 genome,Acidianus sp. DS-80,"University of Wisconsin, Madison",2690315630,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,unclassified,Yes,Hot spring,2233448,2713
2681813119,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 1.H.A.2.7,"University of Illinois, Urbana-Champaign",2681813119,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4116665,3641
2554235499,Archaea,Permanent Draft,Haloarchaeal genomes,Haloferax prahovense TL6,"University of California, Davis",2554235499,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax prahovense,Yes,"Aquatic, Saline lake, Saline water",3998799,3967
640427135,Archaea,Finished,Pyrobaculum genomes,"Pyrobaculum arsenaticum PZ6, DSM 13514",DOE Joint Genome Institute (JGI),640427135,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum arsenaticum,Yes,"Aquatic, Fresh water, Hot spring",2121076,2410
650716098,Archaea,Finished,Thermoproteus uzoniensis 768-20,Thermoproteus uzoniensis 768-20,"Russian Academy of Science, Centre Bioengineering",650716098,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,Thermoproteus uzoniensis,Yes,Fresh water,1936063,2224
2506520044,Archaea,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Natronococcus occultus SP4, DSM 3396",DOE Joint Genome Institute (JGI),2506520044,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,Natronococcus occultus,Yes,"Aquatic, Soda lakes",4314118,4376
2788499920,Archaea,Finished,Salinigranum rubrum GX10 genome sequencing,Salinigranum rubrum GX10,Zhejiang University,2788499920,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum,Salinigranum rubrum,Yes,,4973118,5245
2554235501,Archaea,Permanent Draft,Haloarchaeal genomes,Haloferax gibbonsii ATCC 33959,"University of California, Davis",2554235501,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax gibbonsii,Yes,,4057322,4003
2913520121,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Methanobacterium aggregans DSM 29428,DOE Joint Genome Institute (JGI),2913520121,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium aggregans,Yes,,2347771,2344
2684622716,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius NG05B_C06_03,"University of Illinois, Urbana-Champaign",2684622716,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2238124,2511
646564583,Archaea,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Thermosphaera aggregans M11TL, DSM 11486",DOE Joint Genome Institute (JGI),646564583,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Thermosphaera,Thermosphaera aggregans,Yes,"Aquatic, Hot spring",1316595,1457
2703719298,Archaea,Permanent Draft,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA",Methanohalophilus euhalobius DSM 10369,DOE Joint Genome Institute (JGI),2703719298,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus euhalobius,Yes,,1871939,2029
638154509,Archaea,Finished,"Methanosarcina mazei Go1, DSM 3647",Methanosarcina mazei Go1,Integrated Genomics,638154509,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,"Feces, Host, Mud, Sludge, Soil",4096345,3469
2684622708,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius GG12-C01-16,"University of Illinois, Urbana-Champaign",2684622708,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2221753,2425
2529293002,Archaea,Permanent Draft,Natronolimnobius innermongolicus JCM 12255,Natronolimnobius innermongolicus JCM 12255,"University of California, Davis",2529293002,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronolimnohabitans,Natronolimnohabitans innermongolicus,Yes,"Aquatic, Fresh water",4588634,4449
2913502468,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Halarchaeum salinum DSM 27207,DOE Joint Genome Institute (JGI),2913502468,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,Halarchaeum salinum,Yes,,2747003,3032
2619619229,Archaea,Permanent Draft,Candidatus Nitrosotenuis uzonensis,Thaumarchaeota archaeon N4,CEA Genoscope,2619619229,Thaumarchaeota,unclassified,unclassified,unclassified,Candidatus Nitrosotenuis,Candidatus Nitrosotenuis uzonensis,Yes,,1636125,1955
2728369540,Archaea,Finished,Complete genome sequence of Methanothermobacter wolfeii SIV6,Methanothermobacter wolfeii SIV6,"Center for Biotechnology (CeBiTec), Bielefeld Univeristy",2728369540,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter wolfeii,Yes,,1686891,1839
2654588107,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Halorientalis persicus IBRC-M 10043,DOE Joint Genome Institute (JGI),2654588107,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis persicus,Yes,,4869758,5238
2540341177,Archaea,Finished,Sulfolobus islandicus LAL14/1,Sulfolobus islandicus LAL14/1,"Institut Pasteur, Paris, France",2540341177,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Yes,,2465177,2649
2802429630,Archaea,Permanent Draft,Halorubrum,Halorubrum ezzemoulense Fb21,University of Connecticut,2802429630,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum ezzemoulense,Yes,,2112170,2157
2518645553,Archaea,Finished,Thermococcus cleftensis CL1,Thermococcus cleftensis CL1,Kyunghee University,2518645553,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus cleftensis,Yes,"Aquatic, Hot spring, Hydrothermal vent, Marine",1950313,2067
2684622726,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius NG05B_CO5_04,"University of Illinois, Urbana-Champaign",2684622726,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2222549,2441
2681813044,Archaea,Permanent Draft,Cuture of halophilic archaea and bacteria from human gut - URMITE,Haloferax massiliensis Arc-Hr,Aix-Marseille University,2681813044,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax massiliensis,Yes,,4015175,4128
2645728044,Archaea,Finished,Metallosphaera sedula ARS120-1,Metallosphaera sedula ARS120-1,University of Nebraska-Lincoln,2645728044,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera sedula,Yes,,2191531,2442
641522631,Archaea,Finished,"Halobacterium salinarum R1, DSM 671","Halobacterium salinarum R1, DSM 671",Max Planck Institute,641522631,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum,Yes,,2668776,2801
